amPh_109_00016	CDS	519				hypothetical protein
amPh_109_00017	CDS	267				hypothetical protein
amPh_109_00018	CDS	351				hypothetical protein
amPh_109_00019	CDS	768		phrog_4062		hypothetical protein
amPh_109_00020	CDS	309		phrog_2427		hypothetical protein
amPh_109_00021	CDS	4818		phrog_31539		hypothetical protein
amPh_109_00022	CDS	747		phrog_8610		hypothetical protein
amPh_109_00023	CDS	408				hypothetical protein
amPh_109_00024	CDS	3903		phrog_973		tail length tape measure protein
amPh_109_00025	CDS	297		phrog_3817		tail chaperonin
amPh_109_00026	CDS	441		phrog_18787		hypothetical protein
amPh_109_00027	CDS	930		phrog_290		minor tail protein
amPh_109_00028	CDS	402				hypothetical protein
amPh_109_00029	CDS	321		phrog_169		tail completion or Neck1 protein
amPh_109_00030	CDS	339				hypothetical protein
amPh_109_00031	CDS	417				hypothetical protein
amPh_109_00032	CDS	933		phrog_247		major head protein
amPh_109_00033	CDS	603				hypothetical protein
amPh_109_00034	CDS	1074		phrog_241		head morphogenesis
amPh_109_00035	CDS	1419		phrog_145		portal protein
amPh_109_00036	CDS	1431		phrog_979		terminase large subunit
amPh_109_00037	CDS	462				hypothetical protein
amPh_109_00038	CDS	162				hypothetical protein
amPh_109_00039	CDS	768		phrog_1305		DNA binding protein
amPh_109_00040	CDS	651		phrog_125		DNA invertase
amPh_109_00041	CDS	564		phrog_1482		terminase small subunit
amPh_109_00042	CDS	471				hypothetical protein
amPh_109_00043	CDS	222				hypothetical protein
amPh_109_00044	CDS	432				hypothetical protein
amPh_109_00045	CDS	561				hypothetical protein
amPh_109_00046	CDS	363				hypothetical protein
amPh_109_00047	CDS	186				hypothetical protein
amPh_109_00048	CDS	1779		phrog_95		integrase
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_10_00001	CDS	1185		phrog_1		integrase
amPh_10_00002	CDS	384				hypothetical protein
amPh_10_00003	CDS	228		phrog_36962		hypothetical protein
amPh_10_00004	CDS	516		phrog_2466		Rz-like spanin
amPh_10_00005	CDS	534		phrog_181		endolysin
amPh_10_00006	CDS	558		phrog_5572		hypothetical protein
amPh_10_00007	CDS	744		phrog_38424		hypothetical protein
amPh_10_00008	CDS	630		phrog_3370		hypothetical protein
amPh_10_00009	CDS	2934		phrog_31		baseplate hub protein Tal
amPh_10_00010	CDS	399		phrog_2134		hypothetical protein
amPh_10_00011	CDS	603		phrog_2048		tail protein
amPh_10_00012	CDS	585		phrog_1302		distal tail protein
amPh_10_00013	CDS	2886		phrog_24		tail length tape measure protein
amPh_10_00014	CDS	240		phrog_1189		hypothetical protein
amPh_10_00015	CDS	486		phrog_313		Tail assembly chaperone
amPh_10_00016	CDS	921		phrog_290		minor tail protein
amPh_10_00017	CDS	396		phrog_179		tail terminator
amPh_10_00018	CDS	576		phrog_169		tail completion or Neck1 protein
amPh_10_00019	CDS	360		phrog_161		head closure Hc1
amPh_10_00020	CDS	390		phrog_493		head-tail adaptor Ad1
amPh_10_00021	CDS	546		phrog_2101		hypothetical protein
amPh_10_00022	CDS	1029		phrog_247		major head protein
amPh_10_00023	CDS	696		phrog_206		head scaffolding protein
amPh_10_00024	CDS	1044		phrog_241		head morphogenesis
amPh_10_00025	CDS	1455		phrog_145		portal protein
amPh_10_00026	CDS	1302		phrog_38319		hypothetical protein
amPh_10_00027	CDS	462		phrog_546		hypothetical protein
amPh_10_00028	CDS	624		phrog_513		transposase
amPh_10_00029	CDS	339		phrog_6065		hypothetical protein
amPh_10_00030	CDS	372		phrog_2658		hol-like chemotaxis
amPh_10_00031	CDS	582		phrog_3373		hypothetical protein
amPh_10_00032	CDS	606		phrog_171		NinG/ Rap DNA junction specific endonuclease
amPh_10_00033	CDS	417		phrog_72		NinB/ Orf homologous recombination mediator
amPh_10_00034	CDS	477		phrog_4049		hypothetical protein
amPh_10_00035	CDS	579		phrog_4029		hypothetical protein
amPh_10_00036	CDS	744		phrog_109		P-like helicase loader
amPh_10_00037	CDS	711		phrog_678		replication initiation O-like protein
amPh_10_00038	CDS	807		phrog_63		anti-repressor Ant
amPh_10_00039	CDS	246		phrog_5333		hypothetical protein
amPh_10_00040	CDS	195		phrog_4113		hypothetical protein
amPh_10_00041	CDS	240				hypothetical protein
amPh_10_00042	CDS	900		phrog_4		transcriptional repressor
amPh_10_00043	CDS	312		phrog_2707		hypothetical protein
amPh_10_00044	CDS	336				hypothetical protein
amPh_10_00045	CDS	201				hypothetical protein
amPh_10_00046	CDS	762		phrog_9133		hypothetical protein
amPh_10_00047	CDS	288		phrog_7033		hypothetical protein
amPh_10_00048	CDS	279				hypothetical protein
amPh_10_00049	CDS	438		phrog_4801		hypothetical protein
amPh_10_00050	CDS	192		phrog_10019		hypothetical protein
amPh_10_00051	CDS	150		phrog_9431		hypothetical protein
amPh_10_00052	CDS	573		phrog_3483		hypothetical protein
amPh_10_00053	CDS	1164		phrog_1376		hypothetical protein
amPh_10_00054	CDS	765		phrog_155		Erf-like ssDNA annealing protein
amPh_10_00055	CDS	768		phrog_149		exonuclease
amPh_10_00056	CDS	582		phrog_9129		hypothetical protein
amPh_10_00057	CDS	330		phrog_5439		hypothetical protein
amPh_10_00058	CDS	249				hypothetical protein
amPh_10_00059	CDS	660		phrog_13198		hypothetical protein
amPh_10_00060	CDS	1620		phrog_116		DNA methyltransferase
amPh_10_00061	CDS	411		phrog_23101		hypothetical protein
amPh_10_00062	CDS	312		phrog_5781		hypothetical protein
amPh_10_00063	CDS	531				hypothetical protein
amPh_10_00064	CDS	429		phrog_1372		hypothetical protein
amPh_10_00065	CDS	444		phrog_25637		hypothetical protein
amPh_10_00066	CDS	435		phrog_17260		hypothetical protein
amPh_10_00067	CDS	492		phrog_16138		hypothetical protein
amPh_10_00068	CDS	228				hypothetical protein
amPh_10_00069	CDS	213		phrog_2790		excisionase and transcriptional regulator
locus_tag	ftype	length_bp	gene	EC_number	COG	product
amPh_110_00001	CDS	300		phrog_2427		hypothetical protein
amPh_110_00002	CDS	3624		phrog_2589		tail protein
amPh_110_00003	CDS	585		phrog_32		tail assembly protein
amPh_110_00004	CDS	762		phrog_30		minor tail protein
amPh_110_00005	CDS	696		phrog_18		minor tail protein
amPh_110_00006	CDS	1026				hypothetical protein
amPh_110_00007	CDS	336		phrog_14		minor tail protein
amPh_110_00008	CDS	2139		phrog_13338		hypothetical protein
amPh_110_00009	CDS	357				hypothetical protein
amPh_110_00010	CDS	504		phrog_158		major tail protein
amPh_110_00011	CDS	354				hypothetical protein
