"","phage_seq","Source","Isolation","DetailedIsolation","Genus","Isolate.ID","Sequencing.ID","Closest.ID","Bac.size","BD.Inhibition","fullseq","length.checkv","max_score","max_score_group","hallmark","viral","cellular","prediction","rd","phage_filt","og_phage_seq","genome","secondary_cluster","representative","intact_est2"
"112","janth_33","NCBI","Host_non","LubomirskiaBaikalensis_SpongeRussia","Janthinobacterium","PLB02","GCA_017356645","Janthinobacterium lividum",6417505,NA,"janth_33.fna",42764,0.94,"dsDNAphage",9,32.6,29.1,"virus","rd1","phage_pass","GCA_017356645.1_1||0_partial_1","janth_33.fna","33_1","reference_phage","Intact"
"113","janth_34","NCBI","Enviro","FreshwaterBiofilm_Idaho","Janthinobacterium","ID1246","GCA_018138675","Janthinobacterium lividum",6351292,NA,"janth_34.fna",33760,0.907,"dsDNAphage",18,35.9,25.6,"virus","rd1","phage_pass","GCA_018138675.1_12||0_partial_1","janth_34.fna","11_0","reference_phage","Intact"
"114","janth_35","NCBI","Enviro","FreshwaterBiofilm_Idaho","Janthinobacterium","ID1246","GCA_018138675","Janthinobacterium lividum",6351292,NA,"janth_35.fna",16351,0.853,"dsDNAphage",4,30.4,23.2,"virus","rd2","phage_pass","GCA_018138675.1_17||0_partial_1","janth_35.fna","35_0","reference_phage","Degraded"
"115","janth_36","NCBI","Enviro","FreshwaterBiofilm_Idaho","Janthinobacterium","ID1246","GCA_018138675","Janthinobacterium lividum",6351292,NA,"janth_36.fna",19590,0.88,"dsDNAphage",3,19.6,28.3,"virus","rd2","phage_pass","GCA_018138675.1_17||1_partial_1","janth_36.fna","20_3","reference_phage","Degraded"
"116","janth_37","NCBI","Enviro","CookedRice_CA","Janthinobacterium","HSC-3S05","GCA_020208155","Janthinobacterium lividum",6235214,NA,"janth_37.fna",33043,0.933,"dsDNAphage",10,34.2,24.7,"virus","rd1","phage_pass","GCA_020208155.1_11||0_partial_1","janth_37.fna","15_0","reference_phage","Intact"
"117","janth_38","NCBI","Enviro","CookedRice_CA","Janthinobacterium","HSC-3S05","GCA_020208155","Janthinobacterium lividum",6235214,NA,"janth_38.fna",24085,0.913,"dsDNAphage",9,25.5,21.3,"virus","rd1","phage_pass","GCA_020208155.1_11||1_partial_1","janth_38.fna","40_0","reference_phage","Degraded"
"118","janth_39","NCBI","Enviro","CookedRice_CA","Janthinobacterium","HSC-3S05","GCA_020208155","Janthinobacterium lividum",6235214,NA,"janth_39.fna",30509,0.92,"dsDNAphage",18,35.9,23.9,"virus","rd1","phage_pass","GCA_020208155.1_42||0_partial_1","janth_39.fna","12_0","reference_phage","Intact"
"119","janth_4","NCBI","Enviro","WetSoil_Chile","Janthinobacterium","MTR","GCA_000783415","Janthinobacterium lividum",6535606,NA,"janth_4.fna",25741,0.873,"dsDNAphage",7,26.8,19.5,"virus","rd2","phage_pass","GCA_000783415.1_104||0_partial_1","janth_4.fna","21_0","reference_phage","Degraded"
"120","janth_40","NCBI","Enviro","Soil_MI_ATCC_TypeStrain","Janthinobacterium","ATCC_12473","GCA_020858175","Janthinobacterium lividum",6691629,NA,"janth_40.fna",10725,0.92,"dsDNAphage",4,20.9,27.9,"virus","rd1","phage_pass","GCA_020858175.1_35||0_partial_1","janth_40.fna","1_1","reference_phage","Degraded"
"121","janth_41","NCBI","Enviro","Glacier_India","Janthinobacterium","ERMR3:09","GCA_023509035","Janthinobacterium lividum",6262430,NA,"janth_41.fna",84884,0.9,"dsDNAphage",12,33.1,14.6,"virus","rd1","phage_pass","GCA_023509035.1_1||0_partial_1","janth_41.fna","23_0","reference_phage","Intact"
"122","janth_42","NCBI","Enviro","Glacier_India","Janthinobacterium","ERMR3:09","GCA_023509035","Janthinobacterium lividum",6262430,NA,"janth_42.fna",40592,0.933,"dsDNAphage",16,35.6,33.3,"virus","rd1","phage_pass","GCA_023509035.1_1||1_partial_1","janth_42.fna","9_0","reference_phage","Intact"
"123","janth_43","NCBI","Enviro","Glacier_India","Janthinobacterium","ERMR3:09","GCA_023509035","Janthinobacterium lividum",6262430,NA,"janth_43.fna",13636,0.96,"dsDNAphage",1,10.5,21.1,"virus","rd1","phage_pass","GCA_023509035.1_1||2_partial","janth_43.fna","41_0","reference_phage","Degraded"
"124","janth_46","NCBI","Host_non","RootEndophyte_NA","Janthinobacterium","NFR18","GCA_900119665","Janthinobacterium lividum",6300551,NA,"janth_46.fna",20197,0.86,"dsDNAphage",4,28.9,28.9,"virus","rd2","phage_pass","GCA_900119665.1_10||0_partial_1","janth_46.fna","17_2","reference_phage","Degraded"
"125","janth_47","NCBI","Enviro","Enviro_NA","Janthinobacterium","NCTC9796","GCA_900451145","Janthinobacterium lividum",6760367,NA,"janth_47.fna",12900,0.9,"dsDNAphage",4,21.6,27.5,"virus","rd1","phage_pass","GCA_900451145.1_2||0_partial_1","janth_47.fna","1_2","reference_phage","Intact"
"126","janth_48","NCBI","Enviro","Enviro_NA","Janthinobacterium","NCTC9796","GCA_900451145","Janthinobacterium lividum",6760367,NA,"janth_48.fna",30648,0.9,"dsDNAphage",4,16.3,34.9,"vibrant_not_run_or_didn't_like_it","rd1","phage_pass","GCA_900451145.1_2||1_partial","janth_48.fna","36_1","reference_phage","Degraded"
"127","janth_5","NCBI","Enviro","WetSoil_Chile","Janthinobacterium","MTR","GCA_000783415","Janthinobacterium lividum",6535606,NA,"janth_5.fna",34421,0.86,"dsDNAphage",11,36.2,21.3,"virus","rd2","phage_pass","GCA_000783415.1_78||full_1","janth_5.fna","16_0","reference_phage","Intact"
"128","janth_6","NCBI","Enviro","WetSoil_Chile","Janthinobacterium","MTR","GCA_000783415","Janthinobacterium lividum",6535606,NA,"janth_6.fna",41447,0.9,"dsDNAphage",13,31.1,32.1,"virus","rd1","phage_pass","GCA_000783415.1_93||0_partial_1","janth_6.fna","14_0","reference_phage","Intact"
